Feature Type,Municipality,Place Name,Longitude,Latitude,Historical Information,Url,Suburb,Categories
Park,Moreland City Council,Garrong Park,144.9594861,-37.7592611,,,Brunswick,"['Moreland City Council', 'Brunswick', 'Park']"
Park,Moreland City Council,Gavin Park,144.9351389,-37.7223611,'GAVIN PARK in recognition of the distinctive service that the Gavin Family has given to the Coburg community'.,,Pascoe Vale,"['Moreland City Council', 'Pascoe Vale', 'Park']"
Park,Moreland City Council,Gillbrook Reserve,144.9515781,-37.7751663,Name refers to the Gillbrook Pottery established on the site in 1862.  The name was adopted by local residents who advocated for the development of a park on the site.,,Brunswick,"['Moreland City Council', 'Brunswick', 'Park']"
Park,Moreland City Council,H K Mccleery Reserve,144.9559722,-37.7434722,'McCleery Reserve is named after Henry Kearns McCleery.  He was a Councillor from 1927 to 1930.  He was a Solicitor and a respected member of the City.',,Coburg,"['Moreland City Council', 'Coburg', 'Park']"
Park,Moreland City Council,H M A S Tingira Memorial Garden,144.9598611,-37.7704167,"'H.M.A.S. Tingira was a training ship based in Rose Bay, Sydney, between 1912 and 1926 and that several Brunswick residents were trained there for Naval service during the 1914 - 18 and 1939 - 45 Wars.'",,Brunswick,"['Moreland City Council', 'Brunswick', 'Park']"
Park,Moreland City Council,H Rogers Reserve,144.9381944,-37.72680560000001,'This reserve in Pascoe Vale is named after Harry Malcolmson Rogers who was a Councillor from 1931 to 1933. ',,Pascoe Vale,"['Moreland City Council', 'Pascoe Vale', 'Park']"
Park,Moreland City Council,H W Foletta Park,144.9652111,-37.7721583,'Named after Harold Walter Foletta.  Town Clerk 1947 - 1967.  Brunswick City Council employee 1921 - 1967 (46 yrs.)',,Brunswick,"['Moreland City Council', 'Brunswick', 'Park']"
Park,Moreland City Council,Harmony Park,144.95285249999995,-37.7331911,Locally supported name descriptive of local efforts and aspirations.  Site of former Kangan TAFE Coburg campus and of the Coburg Technical School (1954-1992).,,Coburg,"['Moreland City Council', 'Coburg', 'Park']"
Park,Moreland City Council,Holbrook Reserve,144.93626709999995,-37.770218,"'Named after Albert Richard Wyeth Holbrook.  Councillor 1921 - 1952 (31 yrs.) Mayor 1926-1927, 1937-1938, 1951-1952.'",,Travancore,"['Moreland City Council', 'Travancore', 'Park']"
Park,Moreland City Council,Hooper Reserve,144.96024350000005,-37.7775324,"'Named after George Hooper.  Councillor 1921 - 1941 (20 yrs.) Mayor 1922 - 1923, 1933 - 1934.'",,Brunswick,"['Moreland City Council', 'Brunswick', 'Park']"
Park,Moreland City Council,Hosken Reserve,144.9579669,-37.7251271,,,Coburg North,"['Moreland City Council', 'Coburg North', 'Park']"
Park,Moreland City Council,Hudson Reserve,144.9414412,-37.7685509,"'Named after James Edward Hudson.  Councillor 1921 - 1931, 1934 - 1940 (16 yrs.)  Mayor 1929 - 1930.'",,Brunswick West,"['Moreland City Council', 'Brunswick West', 'Park']"
Park,Moreland City Council,Hutchison Place Reserve,144.97875,-37.7365278,,,Coburg,"['Moreland City Council', 'Coburg', 'Park']"
Park,Moreland City Council,Ivan Page Reserve,144.9084778,-37.710036,,,Glenroy,"['Moreland City Council', 'Glenroy', 'Park']"
Park,Moreland City Council,J H Morris Reserve,144.9343056,-37.74930560000001,"'The reserve is named after John Henry Morris, J.P., who was a Councillor from 1935 - 1952 and from 23rd July 1955 until August, 1959.  He was Mayor in 1940/41 and 1950/51.  He was an astute Councillor and a respected citizen and worked tirelessly for the improvement of the municipality.'",,Pascoe Vale South,"['Moreland City Council', 'Pascoe Vale South', 'Park']"
Park,Moreland City Council,J J Anderson Reserve,144.9593056,-37.7498611,'This reserve was named after John James Anderson who was a Councillor from 1911 to 1932.  He was Mayor in 1922/23.  He served the City well over 21 years.',,Coburg,"['Moreland City Council', 'Coburg', 'Park']"
Park,Moreland City Council,J J Jackson Reserve,144.97680559999995,-37.7320833,"'This reserve was named after John Joseph Jackson, who was a Councillor from 1947 - 1950.'",,Coburg North,"['Moreland City Council', 'Coburg North', 'Park']"
Park,Moreland City Council,J P Esslemont Reserve,144.97791669999995,-37.77430560000001,"'The reserve was named after James Percival Esslemont, M. B. E., J.P., a chemist who resided in Turner Street, Pascoe Vale South.  He was a Councillor from 1951 to 1969, and from 1971 to May, 1976.  He was Mayor in 1956/57, 1965/66, and 1974/75.'",,Brunswick East,"['Moreland City Council', 'Brunswick East', 'Park']"
Park,Moreland City Council,J Robinson Reserve,144.9593056,-37.7470833,'This reserve is named after John Robinson who was a Councillor from 1922 to 1932.  He was Mayor in 1925/26.',,Coburg,"['Moreland City Council', 'Coburg', 'Park']"
Park,Moreland City Council,Jacinta Bartlett Reserve,144.9461312,-37.7152847,,,Pascoe Vale,"['Moreland City Council', 'Pascoe Vale', 'Park']"
Park,Moreland City Council,Jacobs Reserve,144.9460707,-37.7570945,"'Named after William Percival Jacobs.  Councillor 1931 - 1950 (19 yrs.) Mayor 1936 - 1937, 1944 - 1945.'",,Brunswick West,"['Moreland City Council', 'Brunswick West', 'Park']"
Park,Moreland City Council,Joe Mallia Reserve,144.91592240000003,-37.7184186,,,Oak Park,"['Moreland City Council', 'Oak Park', 'Park']"
Park,Moreland City Council,John Vandeloo Reserve,144.9199622,-37.7158229,,,Oak Park,"['Moreland City Council', 'Oak Park', 'Park']"
Park,Moreland City Council,K W Joyce Reserve,144.9349773,-37.7198626,'Formerly known as 'Blue Bell Dell'.  Renamed after Cr Keith Joyce in 1972.,,Pascoe Vale,"['Moreland City Council', 'Pascoe Vale', 'Park']"
Park,Moreland City Council,Kelvin Thomson Park,144.93039380000005,-37.7361308,"The Thomson family were long term residents in the City of Coburg. During that time, Kelvin Thomson and members of his family were prominent in local affairs. Kelvin was a Councillor and Deputy Mayor, and served on the major Council committees, as well as being the Chairman of a number of committees. He had a special interest in environmental protection in the area, supporting planting of native vegetation and air, water and noise pollution control. ",,Pascoe Vale South,"['Moreland City Council', 'Pascoe Vale South', 'Park']"
Park,Moreland City Council,Kennan Reserve,144.95219609999995,-37.7142637,,,Hadfield,"['Moreland City Council', 'Hadfield', 'Park']"
Park,Moreland City Council,Kingsford-Smith Ulm Reserve,144.90125,-37.7109722,'... in honour of pioneer aviators.',,Strathmore Heights,"['Moreland City Council', 'Strathmore Heights', 'Park']"
Park,Moreland City Council,L D Johns Reserve,144.93747050000005,-37.7537917,'Named after Leslie David Johns.  Councillor since 1968.  Mayor 1973 - 1974.',,Brunswick West,"['Moreland City Council', 'Brunswick West', 'Park']"
Park,Moreland City Council,L J York Reserve,144.9748611,-37.7581944,"'Named after Loreto John York, J.P.  Councillor 1970 - 1973 and again from 1795.  Mayor 1972 - 1973, 1976 - 1977 (part)'.",,Brunswick East,"['Moreland City Council', 'Brunswick East', 'Park']"
Park,Moreland City Council,Lake Reserve,144.9683656,-37.733033,,,Coburg North,"['Moreland City Council', 'Coburg North', 'Park']"
Park,Moreland City Council,M W W Clifton Reserve,144.9531944,-37.76680560000001,'Named after Mervyn Wilbur Winston Clifton.  Councillor 1951 - 1972 (21 yrs.)  Mayor 1968 - 1969.',,Brunswick,"['Moreland City Council', 'Brunswick', 'Park']"
Park,Moreland City Council,Maurice & Doris Blackburn Reserve,144.93875,-37.75125,'The late Maurice Blackburn was a Member of Parliament'.  'Mrs. Dorris Blackburn was a great worker for the development of the Pascoe Vale South area and was largely responsible for the provision of a Kindergarten in the area.',,Pascoe Vale South,"['Moreland City Council', 'Pascoe Vale South', 'Park']"
Park,Moreland City Council,Mcclean Park,144.91238669999996,-37.7025386,,,Glenroy,"['Moreland City Council', 'Glenroy', 'Park']"
Park,Moreland City Council,Merri Creek Reserve,144.9880521,-37.7755858,,,Brunswick East,"['Moreland City Council', 'Brunswick East', 'Park']"
Park,Moreland City Council,Methven Park,144.9732855,-37.7713664,"'Named after David Methven.  Councillor 1870 - 1872, 1880 - 1913 (35 yrs.)  Mayor 1883 - 1884, 1888 - 1889, 1895- 1896, 1903 - 1904, 1910 - 1911.'",,Brunswick East,"['Moreland City Council', 'Brunswick East', 'Park']"
Park,Moreland City Council,Mick Jordan Memorial Garden,144.9609722,-37.7715278,"'Mr. Jordan was Secretary of the Trades Hall Council from April, 1964 until his death in June, 1969, and was also a former Brunswick resident.'",,Brunswick,"['Moreland City Council', 'Brunswick', 'Park']"
Park,Moreland City Council,Montfort Park,144.9609722,-37.7659722,'Named after Archibald Frederick Montfort.  Associated with the Scouting Movement in Brunswick for over 40 years.',,Brunswick,"['Moreland City Council', 'Brunswick', 'Park']"
Park,Moreland City Council,N G W Anderson Park,144.9723611,-37.7670833,"'Named after Norman Gabriel William Anderson, O.B.E., J.P.  Councillor 1953 - 1974 (21 yrs.)  Mayor 1964 - 1965, 1969 - 1970.'",,Brunswick East,"['Moreland City Council', 'Brunswick East', 'Park']"
Park,Moreland City Council,N L Martin Reserve,144.95375,-37.7045833,'It is named after Norman Leslie Martin who was a Councillor from 1933 to 1939.  He was a Director of Dawn Manufacturing Co.  He was appointed Mayor in 1935/36.',,Hadfield,"['Moreland City Council', 'Hadfield', 'Park']"
Park,Moreland City Council,Nicholaos Koutoulis Pavilion,144.94027780000005,-37.75611110000001,"Name honours the contribution of Nicholaos Koutoulis to the Brunswick community, especially the Greek community and the Brunswick City Soccer Club.",,Brunswick West,"['Moreland City Council', 'Brunswick West', 'Park']"
Park,Moreland City Council,Northcote Golf Links,144.9726389,-37.7590278,"'Named after Sir Henry Stafford Northcote (Baron, 1846), second son of the Earl of Iddesleigh.'",,Brunswick,"['Moreland City Council', 'Brunswick', 'Park']"
Park,Moreland City Council,Northern Golf Course,144.93069440000005,-37.7115278,,,Oak Park,"['Moreland City Council', 'Oak Park', 'Park']"
Park,Moreland City Council,Oak Park Reserve,144.92486110000004,-37.7204167,,,Oak Park,"['Moreland City Council', 'Oak Park', 'Park']"
Park,Moreland City Council,P C Brearley Reserve,144.93569440000005,-37.7384722,'Brearley Reserve was named after Percy Chester Brearley who was a Councillor from 1930 to 1935.  He was mayor of the City in 1933/34.',,Pascoe Vale South,"['Moreland City Council', 'Pascoe Vale South', 'Park']"
Park,Moreland City Council,Palazzolo Park,144.95641830000002,-37.7489011,Named in recognition of the Italian community in Moreland and the special relationship between City of Moreland and the town on Palazzolo Acreida in Sicily.,,Coburg,"['Moreland City Council', 'Coburg', 'Park']"
Park,Moreland City Council,Parker Reserve,144.9671285,-37.7225537,,,Coburg North,"['Moreland City Council', 'Coburg North', 'Park']"
Park,Moreland City Council,Plumridge Park,144.9495833,-37.73236110000001,'Appointed Mayor of the City for the year 1983/84.',,Pascoe Vale,"['Moreland City Council', 'Pascoe Vale', 'Park']"
Park,Moreland City Council,R B Douglas Reserve,144.97430559999995,-37.77625,'Named after Robert Bouring Douglas.  Councillor 1964 - 1976 (12 yrs.)',,Brunswick East,"['Moreland City Council', 'Brunswick East', 'Park']"
Park,Moreland City Council,R J Fraser Reserve,144.93625,-37.7556944,"'The name is to honour Mr. Fraser for his services to the City.' The submission in 1978 read: 'Mr. Fraser has been a Council employee for 44 years and City Engineer since 1956.  He has also held the position of Deputy City Engineer, Building Surveyor and is also the City Planning Officer.  During the Second World War he served in the R.A.A.F. with distinction and saw action in the Pacific area.  Mr. Fraser has an excellent record of dedicated service with the Council and his family ties with Brunswick go back two generations.'",,Brunswick West,"['Moreland City Council', 'Brunswick West', 'Park']"
Park,Moreland City Council,R Mailer Reserve,144.9545833,-37.7515278,"'This reserve is named after Robert Mailer, J.P., who was born at Strathearn, Perthshire, Scotland.  He arrived in Victoria in October 1852.'",,Coburg,"['Moreland City Council', 'Coburg', 'Park']"
Park,Moreland City Council,R R M Dawson Reserve,144.9609722,-37.7245833,,,Coburg North,"['Moreland City Council', 'Coburg North', 'Park']"
Park,Moreland City Council,Raeburn Reserve,144.9435977,-37.729336,,,Pascoe Vale,"['Moreland City Council', 'Pascoe Vale', 'Park']"
Park,Moreland City Council,Randazzo Park,144.96458330000004,-37.7695833,Honours sister city links and the local Italian community.,,Brunswick,"['Moreland City Council', 'Brunswick', 'Park']"
Park,Moreland City Council,Reaburn Reserve,144.9501511,-37.7650949,'Named after Archibald Duncan Reaburn.  Councillor 1921 - 1931 (10 yrs.) Mayor 1927 - 1928.',,Brunswick West,"['Moreland City Council', 'Brunswick West', 'Park']"
Park,Moreland City Council,Richards Reserve,144.9554114,-37.7297707,,,Coburg North,"['Moreland City Council', 'Coburg North', 'Park']"
Park,Moreland City Council,Roberts Reserve,144.9814809,-37.7604664,'Named after James Alan Roberts.  Councillor 1947 - 1953 (6 yrs.)  Mayor 1952 - 1953.',,Brunswick East,"['Moreland City Council', 'Brunswick East', 'Park']"
Park,Moreland City Council,S Cole Reserve,144.9406944,-37.7206944,"'Stanley Cole, J. P., was a Councillor from 3rd August, 1933 to August 1935, and from August 1936 to August 1960.  He was Mayor in 1938/39, 1948/9 and 1957/58.  He was vitally interested in the R.S.L Youth Work and sporting activities in the City and his work in these areas was greatly appreciated.'",,Pascoe Vale,"['Moreland City Council', 'Pascoe Vale', 'Park']"
Park,Moreland City Council,S Gandolfo Gardens,144.9626389,-37.7526389,"'Salvatore Gandolfo, J.P. was a Councillor from 1965 to 1974 and was Mayor of the City during the Mayoral Year 1968/69.'",,Coburg,"['Moreland City Council', 'Coburg', 'Park']"
Park,Moreland City Council,Shelis Reserve,144.9395833,-37.7601389,,,Brunswick West,"['Moreland City Council', 'Brunswick West', 'Park']"
Park,Moreland City Council,Sumner Park,144.9856944,-37.77375,'Named after Theodotus John Sumner.  Councillor 1864 - 1865 (1 yr.)  Park was once part of the Sumner Estate.',,Brunswick East,"['Moreland City Council', 'Brunswick East', 'Park']"
Park,Moreland City Council,Taggs Reserve,144.93504030000003,-37.7134249,,,Glenroy,"['Moreland City Council', 'Glenroy', 'Park']"
Park,Moreland City Council,Tate Reserve,144.9795833,-37.7481944,"'Harry Tate was elected to the Council in 1946 and served the City as a Councillor until August, 1958.'",,Coburg,"['Moreland City Council', 'Coburg', 'Park']"
Park,Moreland City Council,Temple Park,144.9532724,-37.7744182,'Named after William Francis Temple.  Councillor 1940 - 1951 (11 yrs.)  Mayor 1945 - 1946.',,Brunswick,"['Moreland City Council', 'Brunswick', 'Park']"
Park,Moreland City Council,Truscott Reserve,144.93559580000004,-37.7096322,,,Glenroy,"['Moreland City Council', 'Glenroy', 'Park']"
Park,Moreland City Council,W E Cash Reserve,144.97680559999995,-37.7240278,"'The land is named after William Edward Cash, who was a Councillor from 1907-1920, 1922-1924.  He was Mayor in 1910/11, 1920/21 and in 1922 when the municipality was declared a City.  He conducted a plumbing business in Sydney Road known as W. E. Cash Pty. Ltd.'",,Coburg North,"['Moreland City Council', 'Coburg North', 'Park']"
Park,Moreland City Council,W J Duggan Reserve,144.9795833,-37.74930560000001,"'This reserve was named after William Joseph Duggan, who was a Councillor from 1924 to 1930.  He was elected Mayor in 1928.'",,Coburg,"['Moreland City Council', 'Coburg', 'Park']"
Park,Moreland City Council,W Mitchell Reserve,144.9379167,-37.7440278,"'Walter Mitchell, J. P., became Town Clerk in 1916 and served the Council well in that capacity for 32 years.  He took a great interest in football and worked hard for the Coburg Football Club.  This reserve is a passive area.  The reserve was named after him because of his long service to the Council and the community.'",,Pascoe Vale South,"['Moreland City Council', 'Pascoe Vale South', 'Park']"
Park,Moreland City Council,Warr Park,144.964463,-37.7602814,"'Named after Benjamin John Warr.  Councillor 1926 - 1940 (14 yrs.)  Mayor 1931 - 1932, 1938 - 1939.'",,Brunswick,"['Moreland City Council', 'Brunswick', 'Park']"
Park,Moreland City Council,William Symons Park,144.9701389,-37.76875,"''William Symons Park' in memory of Mr. William Symons, a Victoria Cross winner during World War 1 at Gallipoli.  He was a former resident of Brunswick'.",,Brunswick,"['Moreland City Council', 'Brunswick', 'Park']"
Park,Moreland City Council,Wylie Reserve,144.9440774,-37.7715015,'Named after Robert Livingstone Wylie.  Coucillor 1932 - 1945 (13 yrs.)  Mayor 1939 - 1940.',,Brunswick West,"['Moreland City Council', 'Brunswick West', 'Park']"
Park,Darebin City Council,Abrahams Reserve,144.98041669999995,-37.7581944,'Named after the late Agnes Abrahams.  A pioneer resident of the Brunswick municipality well known for her philanthropic gestures.  Mrs. Abrahams lived all of her life in Brunswick and died at the age of 92.  Her father and brothers were instrumental in the building of many properties in the municipality.',,Brunswick East,"['Darebin City Council', 'Brunswick East', 'Park']"
Park,Darebin City Council,All Nations Park,145.0050891,-37.7680821,The name selected signified and celebrated the diversity of the Darebin community.  ,,Northcote,"['Darebin City Council', 'Northcote', 'Park']"
Park,Darebin City Council,Batman Park,144.9926439,-37.7680648,,,Northcote,"['Darebin City Council', 'Northcote', 'Park']"
Park,Darebin City Council,Bill Lawry Oval,145.0048611,-37.7829167,"Bill Lawry was for many years a resident of Darebin and is a highly decorated and successful cricketer who represented Northcote, Victoria and Australia. He has had a distinguished career as a cricketer, cricket administrator and commentator.",,Northcote,"['Darebin City Council', 'Northcote', 'Park']"
Park,Darebin City Council,Brunswick Park,144.9995833,-37.7640278,"'Named after Captain George Brunswick Smyth, 50th Regiment.  He was in charge of mounted (military) police in Port Philip, 1839.'",,Northcote,"['Darebin City Council', 'Northcote', 'Park']"
Park,Darebin City Council,Bundoora Park,145.0418751,-37.70273870000001,,,Reservoir,"['Darebin City Council', 'Reservoir', 'Park']"
Park,Darebin City Council,C H Sullivan Reserve,145.03791669999995,-37.73125,,,Reservoir,"['Darebin City Council', 'Reservoir', 'Park']"
Park,Darebin City Council,C T Barling Reserve,145.038921,-37.7224094,,,Kingsbury,"['Darebin City Council', 'Kingsbury', 'Park']"
Park,Darebin City Council,Caddayes Corner,144.9930217,-37.7763316,Name commemorates Fred Caddaye who conducted a fuel and ice supply business on the site for about 60 years from 1925 and who contributed greatly to the Northcote community.,,Northcote,"['Darebin City Council', 'Northcote', 'Park']"
Park,Darebin City Council,Crispe Park,144.99760940000004,-37.7219327,,,Reservoir,"['Darebin City Council', 'Reservoir', 'Park']"
Park,Darebin City Council,Donath Park,145.01499099999995,-37.699963,,,Reservoir,"['Darebin City Council', 'Reservoir', 'Park']"
Park,Darebin City Council,Edwardes Lake Park,144.99319440000005,-37.7126389,,,Reservoir,"['Darebin City Council', 'Reservoir', 'Park']"
Park,Darebin City Council,F G Cox Reserve,144.9823611,-37.73763889999999,"'This reserve was named after Francis George Cox, J.P., a tireless East Ward Councillor who has achieved much for the City especially in the sporting sphere'.",,Coburg,"['Darebin City Council', 'Coburg', 'Park']"
Park,Darebin City Council,Ford Estate Reserve,144.98708330000005,-37.7231944,,,Coburg North,"['Darebin City Council', 'Coburg North', 'Park']"
Park,Darebin City Council,H P Zwar Reserve,144.99612209999995,-37.7416571,,,Preston,"['Darebin City Council', 'Preston', 'Park']"
Park,Darebin City Council,Hayes Park,145.0175277,-37.7566099,,,Thornbury,"['Darebin City Council', 'Thornbury', 'Park']"
Park,Darebin City Council,J E Moore Park,144.9939605,-37.7168561,,,Reservoir,"['Darebin City Council', 'Reservoir', 'Park']"
Park,Darebin City Council,John Cain Memorial Park,145.0241578,-37.7638945,,,Thornbury,"['Darebin City Council', 'Thornbury', 'Park']"
Park,Darebin City Council,Johnson Park,145.0094808,-37.776178,,,Northcote,"['Darebin City Council', 'Northcote', 'Park']"
Park,Darebin City Council,Mayer Park,144.9865037,-37.7589185,,,Thornbury,"['Darebin City Council', 'Thornbury', 'Park']"
Park,Darebin City Council,Mcdonnell Park,145.0143056,-37.76680560000001,,,Northcote,"['Darebin City Council', 'Northcote', 'Park']"
Park,Darebin City Council,Merri Park,144.9880989,-37.7728637,,,Northcote,"['Darebin City Council', 'Northcote', 'Park']"
Park,Darebin City Council,North Alphington Park,145.0254167,-37.77625,,,Alphington,"['Darebin City Council', 'Alphington', 'Park']"
Park,Darebin City Council,Northcote Park,145.00402780000005,-37.7829167,"'Named after Sir Henry Stafford Northcote (Baron, 1846), second son of the Earl of Iddesleigh.'",,Northcote,"['Darebin City Council', 'Northcote', 'Park']"
Park,Darebin City Council,Penders Park,145.0082736,-37.7546313,,,Thornbury,"['Darebin City Council', 'Thornbury', 'Park']"
Park,Darebin City Council,Rubie Thompson Reserve,145.01540409999996,-37.7717758,,,Northcote,"['Darebin City Council', 'Northcote', 'Park']"
Park,Darebin City Council,Sir Douglas Nicholls Reserve,144.996934,-37.7526703,,,Thornbury,"['Darebin City Council', 'Thornbury', 'Park']"
Park,Darebin City Council,T W Andrews Park,145.0180167,-37.7155722,,,Reservoir,"['Darebin City Council', 'Reservoir', 'Park']"
Park,Darebin City Council,T W Blake Park,145.025009,-37.7415977,,,Preston,"['Darebin City Council', 'Preston', 'Park']"
Park,Yarra Ranges Shire Council,Acacia Picnic Area,145.32041669999995,-37.8870833,,,Tremont,"['Yarra Ranges Shire Council', 'Tremont', 'Park']"
Park,Yarra Ranges Shire Council,Alfred Nicholas Gardens,145.3593056,-37.8740278,,,Sassafras,"['Yarra Ranges Shire Council', 'Sassafras', 'Park']"
Park,Yarra Ranges Shire Council,Belgrave South Recreation Reserve,145.3556944,-37.9318056,,,Belgrave South,"['Yarra Ranges Shire Council', 'Belgrave South', 'Park']"
Park,Yarra Ranges Shire Council,Bernie Larsen Reserve,145.3531944,-37.9018056,,,Belgrave,"['Yarra Ranges Shire Council', 'Belgrave', 'Park']"
Park,Yarra Ranges Shire Council,Beryl Phillips Nature Reserve,145.37680500000005,-37.7805475,"Named in honour of Beryl Phillips, a tireless campaigner for the Mount Evelyn environment and community for over 20 years.",,Mount Evelyn,"['Yarra Ranges Shire Council', 'Mount Evelyn', 'Park']"
Park,Yarra Ranges Shire Council,Bill Borthwick Park,145.3540278,-37.91375,"'...the Council of the Shire wishes to give some formal recognition to the services of the Hon. W. A. Borthwick, formerly Deputy Premier of Victoria'.",,Belgrave,"['Yarra Ranges Shire Council', 'Belgrave', 'Park']"
Park,Yarra Ranges Shire Council,Butterfield Reserve,145.4360948,-37.8951684,,,The Patch,"['Yarra Ranges Shire Council', 'The Patch', 'Park']"
Park,Yarra Ranges Shire Council,Charles Walker Reserve,145.3998611,-37.9215278,"'Mr. D.M.H. Walker has offered to give lot 25 Selby Aura Road, Menzies Creek to Council for public purposes in memory of his father - the late Mr. Charles Walker of Menzies Creek.'",,Menzies Creek,"['Yarra Ranges Shire Council', 'Menzies Creek', 'Park']"
Park,Yarra Ranges Shire Council,Coranderrk Bushland Reserve,145.52125,-37.6843056,between Badger Creek (settlement) and the Healesville Koo-Wee-Rup Road. Includes Picaninny Pond and Lake Coranderrk. Originally part of the Coranderrk Aboriginal Station.,,Badger Creek,"['Yarra Ranges Shire Council', 'Badger Creek', 'Park']"
Park,Yarra Ranges Shire Council,Cumberland Memorial Scenic Reserve,145.87347219999995,-37.5620833,"Yarra Ranges National Park. Named after Cumberland Creek (2). Established 1923 (Forests Commission tourist reserve) and 1929; the word Memorial was added to the name in 1994. A memorial, suggested by nursing sisters Bolam and McGowan [Mary Kenealy], to Australians who died during the First and Second World Wars and later conflicts. Includes the Cambarville picnic area, the Cumberland walking track, the Cumberland and Corra Linn Falls, lookouts, The Big Culvert, an historic water-race, fine stands of mountain ash and myrtle beech, the Big Tree (83 m high Eucalyptus regnans), and a Sitka spruce (Picea sitchensis) marking the site of the home of George Loch, timber cutter and gold miner, who lived there until 1938. Leadbeater's possum was rediscovered in the area in 1961. ",,McMahons Creek,"['Yarra Ranges Shire Council', 'McMahons Creek', 'Park']"
Park,Yarra Ranges Shire Council,Dandenong Ranges Botanic Garden,145.3726896,-37.8466919,The name was changed by Parks Victoria after extensive community consultation.,,Olinda,"['Yarra Ranges Shire Council', 'Olinda', 'Park']"
Park,Yarra Ranges Shire Council,Dorothy Olsen Reserve,145.31652780000005,-37.8059722,"Named after the former owner of this section of Kilsyth.  The land was subdvided in 1983, and the reserve created as a result of the subdivision.   ",,Kilsyth,"['Yarra Ranges Shire Council', 'Kilsyth', 'Park']"
Park,Yarra Ranges Shire Council,Elizabeth Bridge Reserve,145.3219074,-37.8004163,"'The late Mrs. Elizabeth Bridge who passed away in 1975 had been a resident of the Durham Road, Kilsyth property for over 40 years, was widely known and still has a number of decedents living in the Kilsyth area.'",,Kilsyth,"['Yarra Ranges Shire Council', 'Kilsyth', 'Park']"
Park,Yarra Ranges Shire Council,Ernest Lloyd Reserve,145.64694440000005,-37.8155556,,,Yarra Junction,"['Yarra Ranges Shire Council', 'Yarra Junction', 'Park']"
Park,Yarra Ranges Shire Council,Evan Park,145.4604167,-37.6115278,,,Dixons Creek,"['Yarra Ranges Shire Council', 'Dixons Creek', 'Park']"
Park,Yarra Ranges Shire Council,Fernshaw Reserve,145.6040278,-37.61486110000001,,,Healesville,"['Yarra Ranges Shire Council', 'Healesville', 'Park']"
Park,Yarra Ranges Shire Council,Ferntree Gully National Park,145.3181944,-37.87986110000001,,,Tremont,"['Yarra Ranges Shire Council', 'Tremont', 'Park']"
Park,Yarra Ranges Shire Council,Ferny Creek Reserve,145.34680559999995,-37.8748611,,,Ferny Creek,"['Yarra Ranges Shire Council', 'Ferny Creek', 'Park']"
Park,Yarra Ranges Shire Council,Fraser Reserve,145.3540278,-37.8029167,,,Montrose,"['Yarra Ranges Shire Council', 'Montrose', 'Park']"
Park,Yarra Ranges Shire Council,George Tindale Gardens,145.3659722,-37.88041670000001,,,Sherbrooke,"['Yarra Ranges Shire Council', 'Sherbrooke', 'Park']"
Park,Yarra Ranges Shire Council,Healesville Sporting Complex,145.5395833,-37.6690278,Previously known as the Don Road Sporting Complex.,,Healesville,"['Yarra Ranges Shire Council', 'Healesville', 'Park']"
Park,Yarra Ranges Shire Council,Janiesleigh Bell Picnic Area,145.32041669999995,-37.8915278,,,Upper Ferntree Gully,"['Yarra Ranges Shire Council', 'Upper Ferntree Gully', 'Park']"
Park,Yarra Ranges Shire Council,Jennings Reserve,145.3606944,-37.8209722,,,Mount Dandenong,"['Yarra Ranges Shire Council', 'Mount Dandenong', 'Park']"
Park,Yarra Ranges Shire Council,Kallista Natural Reserve,145.380345,-37.8847536,"Previously known as Monbulk Recreation & Picnic Reserve, the name was changed to reflect the location in Kallista, and that the land was intended as a naturalist area only. ",,The Patch,"['Yarra Ranges Shire Council', 'The Patch', 'Park']"
Park,Yarra Ranges Shire Council,Kalorama Memorial Reserve,145.3796609,-37.816383,,,Kalorama,"['Yarra Ranges Shire Council', 'Kalorama', 'Park']"
Park,Yarra Ranges Shire Council,Kiloran Park,145.3101389,-37.7923611,,,Mooroolbark,"['Yarra Ranges Shire Council', 'Mooroolbark', 'Park']"
Park,Yarra Ranges Shire Council,Kimberley Reserve,145.3098611,-37.7518056,,,Chirnside Park,"['Yarra Ranges Shire Council', 'Chirnside Park', 'Park']"
Park,Yarra Ranges Shire Council,Lloyd Park,145.3489844,-37.9537232,,,Belgrave South,"['Yarra Ranges Shire Council', 'Belgrave South', 'Park']"
Park,Yarra Ranges Shire Council,Long Pockitt Reserve,145.37097219999995,-37.9165278,"'The reasons for this suggested name are - Long - tree (Pockitt) receptacle (Netgrass); (a rather apt description - a pocket of natural vegetation).  This name was considered to be in keeping with the character of the area and easy to recall.  It was also considered that if this area of bushland were to acquire the status of a name, it may deter people from degrading the natural vegetation giving it a chance to regenerate.'",,Selby,"['Yarra Ranges Shire Council', 'Selby', 'Park']"
Park,Yarra Ranges Shire Council,Luke Polkinghorne Memorial Reserve,145.3322845,-37.7858645,Commemorates a local student of Mooroolbark East Primary School and his family.  The proposal was first made by the Student Council and supported by the School Council.,,Mooroolbark,"['Yarra Ranges Shire Council', 'Mooroolbark', 'Park']"
Park,Yarra Ranges Shire Council,Mechanics Reserve,145.36130500000004,-37.8285131,,,Mount Dandenong,"['Yarra Ranges Shire Council', 'Mount Dandenong', 'Park']"
